Name,Market,ISU_CD,SHORT_CODE
브이티,KOSDAQ,KR7018290007,018290
삼목에스폼,KOSDAQ,KR7018310003,018310
우진비앤지,KOSDAQ,KR7018620005,018620
서울제약,KOSDAQ,KR7018680009,018680
바른손,KOSDAQ,KR7018700005,018700
베뉴지,KOSDAQ,KR7019010008,019010
와이지-원,KOSDAQ,KR7019210004,019210
일지테크,KOSDAQ,KR7019540004,019540
SBI인베스트먼트,KOSDAQ,KR7019550003,019550
플루토스,KOSDAQ,KR7019570001,019570
글로본,KOSDAQ,KR7019660000,019660
서연탑메탈,KOSDAQ,KR7019770007,019770
에너토크,KOSDAQ,KR7019990001,019990
대신정보통신,KOSDAQ,KR7020180006,020180
대동금속,KOSDAQ,KR7020400008,020400
시공테크,KOSDAQ,KR7020710000,020710
대호특수강,KOSDAQ,KR7021040001,021040
대호특수강우,KOSDAQ,KR7021041009,021045
에이티넘인베스트,KOSDAQ,KR7021080007,021080
KCC건설,KOSDAQ,KR7021320007,021320
한국큐빅,KOSDAQ,KR7021650007,021650
메이슨캐피탈,KOSDAQ,KR7021880000,021880
티케이지애강,KOSDAQ,KR7022220008,022220
태광,KOSDAQ,KR7023160005,023160
유진기업,KOSDAQ,KR7023410004,023410
제이스코홀딩스,KOSDAQ,KR7023440001,023440
삼보판지,KOSDAQ,KR7023600000,023600
한국캐피탈,KOSDAQ,KR7023760002,023760
플레이위드,KOSDAQ,KR7023770001,023770
동일스틸럭스,KOSDAQ,KR7023790009,023790
풍국주정,KOSDAQ,KR7023900004,023900
대한약품,KOSDAQ,KR7023910003,023910
흥구석유,KOSDAQ,KR7024060006,024060
KB오토시스,KOSDAQ,KR7024120008,024120
한일단조,KOSDAQ,KR7024740003,024740
유성티엔에스,KOSDAQ,KR7024800005,024800
세원물산,KOSDAQ,KR7024830002,024830
KBI메탈,KOSDAQ,KR7024840001,024840
HLB이노베이션,KOSDAQ,KR7024850000,024850
케이피에프,KOSDAQ,KR7024880007,024880
경창산업,KOSDAQ,KR7024910002,024910
PN풍년,KOSDAQ,KR7024940009,024940
삼천리자전거,KOSDAQ,KR7024950008,024950
시노펙스,KOSDAQ,KR7025320003,025320
DH오토웨어,KOSDAQ,KR7025440009,025440
한국선재,KOSDAQ,KR7025550005,025550
한국정보통신,KOSDAQ,KR7025770009,025770
신라에스지,KOSDAQ,KR7025870007,025870
케이씨피드,KOSDAQ,KR7025880006,025880
동화기업,KOSDAQ,KR7025900002,025900
동신건설,KOSDAQ,KR7025950007,025950
아난티,KOSDAQ,KR7025980004,025980
제이에스티나,KOSDAQ,KR7026040006,026040
특수건설,KOSDAQ,KR7026150003,026150
광진실업,KOSDAQ,KR7026910000,026910
서울전자통신,KOSDAQ,KR7027040005,027040
코리아나,KOSDAQ,KR7027050004,027050
아주IB투자,KOSDAQ,KR7027360007,027360
상보,KOSDAQ,KR7027580000,027580
팜스토리,KOSDAQ,KR7027710003,027710
대성창투,KOSDAQ,KR7027830009,027830
휴맥스홀딩스,KOSDAQ,KR7028080000,028080
HLB,KOSDAQ,KR7028300002,028300
광무,KOSDAQ,KR7029480001,029480
드래곤플라이,KOSDAQ,KR7030350003,030350
한글과컴퓨터,KOSDAQ,KR7030520001,030520
원익홀딩스,KOSDAQ,KR7030530000,030530
양지사,KOSDAQ,KR7030960009,030960
아이즈비전,KOSDAQ,KR7031310006,031310
에스에이엠티,KOSDAQ,KR7031330004,031330
오스템,KOSDAQ,KR7031510001,031510
디에이치엑스컴퍼니,KOSDAQ,KR7031860000,031860
피에스케이홀딩스,KOSDAQ,KR7031980006,031980
아즈텍WB,KOSDAQ,KR7032080004,032080
다우데이타,KOSDAQ,KR7032190001,032190
삼일,KOSDAQ,KR7032280000,032280
한국파마,KOSDAQ,KR7032300006,032300
케이엠더블유,KOSDAQ,KR7032500001,032500
TJ미디어,KOSDAQ,KR7032540007,032540
피델릭스,KOSDAQ,KR7032580003,032580
유비케어,KOSDAQ,KR7032620007,032620
소프트센,KOSDAQ,KR7032680001,032680
소프트센우,KOSDAQ,KR7032681009,032685
삼진,KOSDAQ,KR7032750002,032750
엠젠솔루션,KOSDAQ,KR7032790008,032790
판타지오,KOSDAQ,KR7032800005,032800
우리기술,KOSDAQ,KR7032820003,032820
비트컴퓨터,KOSDAQ,KR7032850000,032850
더라미,KOSDAQ,KR7032860009,032860
원익,KOSDAQ,KR7032940009,032940
동일기연,KOSDAQ,KR7032960007,032960
바이온,KOSDAQ,KR7032980005,032980
제이엠아이,KOSDAQ,KR7033050006,033050
제룡전기,KOSDAQ,KR7033100009,033100
디지틀조선,KOSDAQ,KR7033130006,033130
엠케이전자,KOSDAQ,KR7033160003,033160
시그네틱스,KOSDAQ,KR7033170002,033170
모아텍,KOSDAQ,KR7033200007,033200
인성정보,KOSDAQ,KR7033230004,033230
로젠,KOSDAQ,KR7033290008,033290
엠투엔,KOSDAQ,KR7033310004,033310
제이씨현시스템,KOSDAQ,KR7033320003,033320
좋은사람들,KOSDAQ,KR7033340001,033340
동성화인텍,KOSDAQ,KR7033500000,033500
파라텍,KOSDAQ,KR7033540006,033540
블루콤,KOSDAQ,KR7033560004,033560
네패스,KOSDAQ,KR7033640004,033640
피노,KOSDAQ,KR7033790007,033790
티비씨,KOSDAQ,KR7033830001,033830
해성산업,KOSDAQ,KR7034810002,034810
해성산업1우,KOSDAQ,KR703481K019,03481K
조아제약,KOSDAQ,KR7034940007,034940
한국기업평가,KOSDAQ,KR7034950006,034950
그래디언트,KOSDAQ,KR7035080001,035080
프럼파스트,KOSDAQ,KR7035200005,035200
골드앤에스,KOSDAQ,KR7035290006,035290
기산텔레콤,KOSDAQ,KR7035460005,035460
KG이니시스,KOSDAQ,KR7035600006,035600
솔본,KOSDAQ,KR7035610005,035610
바른손이앤에이,KOSDAQ,KR7035620004,035620
CJ ENM,KOSDAQ,KR7035760008,035760
이지홀딩스,KOSDAQ,KR7035810001,035810
서희건설,KOSDAQ,KR7035890003,035890
JYP Ent.,KOSDAQ,KR7035900000,035900
예림당,KOSDAQ,KR7036000008,036000
아비코전자,KOSDAQ,KR7036010007,036010
케이티알파,KOSDAQ,KR7036030005,036030
위지트,KOSDAQ,KR7036090009,036090
서울평가정보,KOSDAQ,KR7036120004,036120
에이치엠넥스,KOSDAQ,KR7036170009,036170
지더블유바이텍,KOSDAQ,KR7036180008,036180
금화피에스시,KOSDAQ,KR7036190007,036190
유니셈,KOSDAQ,KR7036200004,036200
오상헬스케어,KOSDAQ,KR7036220002,036220
대성미생물,KOSDAQ,KR7036480002,036480
SFA반도체,KOSDAQ,KR7036540003,036540
KZ정밀,KOSDAQ,KR7036560001,036560
감성코퍼레이션,KOSDAQ,KR7036620003,036620
세종텔레콤,KOSDAQ,KR7036630002,036630
HRS,KOSDAQ,KR7036640001,036640
삼양케이씨아이,KOSDAQ,KR7036670008,036670
코맥스,KOSDAQ,KR7036690006,036690
심텍홀딩스,KOSDAQ,KR7036710002,036710
나이스정보통신,KOSDAQ,KR7036800001,036800
에프에스티,KOSDAQ,KR7036810000,036810
솔브레인홀딩스,KOSDAQ,KR7036830008,036830
진성티이씨,KOSDAQ,KR7036890002,036890
주성엔지니어링,KOSDAQ,KR7036930006,036930
파워넷,KOSDAQ,KR7037030004,037030
파세코,KOSDAQ,KR7037070000,037070
한국팩키지,KOSDAQ,KR7037230000,037230
인지디스플레,KOSDAQ,KR7037330008,037330
성도이엔지,KOSDAQ,KR7037350006,037350
EG,KOSDAQ,KR7037370004,037370
우리엔터프라이즈,KOSDAQ,KR7037400009,037400
희림,KOSDAQ,KR7037440005,037440
삼지전자,KOSDAQ,KR7037460003,037460
쎄니트,KOSDAQ,KR7037760006,037760
엘컴텍,KOSDAQ,KR7037950003,037950
제일테크노스,KOSDAQ,KR7038010005,038010
루멘스,KOSDAQ,KR7038060000,038060
서린바이오,KOSDAQ,KR7038070009,038070
에코플라스틱,KOSDAQ,KR7038110003,038110
마크로젠,KOSDAQ,KR7038290003,038290
레드캡투어,KOSDAQ,KR7038390001,038390
바이오스마트,KOSDAQ,KR7038460002,038460
삼표시멘트,KOSDAQ,KR7038500005,038500
케이바이오,KOSDAQ,KR7038530002,038530
상상인,KOSDAQ,KR7038540001,038540
위즈코프,KOSDAQ,KR7038620001,038620
에스넷,KOSDAQ,KR7038680005,038680
에코바이오,KOSDAQ,KR7038870002,038870
아이에이,KOSDAQ,KR7038880001,038880
파인디지털,KOSDAQ,KR7038950002,038950
현대에이치티,KOSDAQ,KR7039010004,039010
이건홀딩스,KOSDAQ,KR7039020003,039020
이오테크닉스,KOSDAQ,KR7039030002,039030
오스코텍,KOSDAQ,KR7039200001,039200
경남스틸,KOSDAQ,KR7039240007,039240
인포뱅크,KOSDAQ,KR7039290002,039290
세중,KOSDAQ,KR7039310008,039310
한국경제TV,KOSDAQ,KR7039340005,039340
케이엘넷,KOSDAQ,KR7039420005,039420
에스티아이,KOSDAQ,KR7039440003,039440
다산네트웍스,KOSDAQ,KR7039560008,039560
화성밸브,KOSDAQ,KR7039610001,039610
한국정보공학,KOSDAQ,KR7039740006,039740
오로라,KOSDAQ,KR7039830005,039830
디오,KOSDAQ,KR7039840004,039840
나노엔텍,KOSDAQ,KR7039860002,039860
폴라리스AI,KOSDAQ,KR7039980008,039980
누리플렉스,KOSDAQ,KR7040160004,040160
YTN,KOSDAQ,KR7040300006,040300
크레오에스지,KOSDAQ,KR7040350001,040350
정상제이엘에스,KOSDAQ,KR7040420002,040420
SG&G,KOSDAQ,KR7040610008,040610
아이씨디,KOSDAQ,KR7040910002,040910
폴라리스오피스,KOSDAQ,KR7041020009,041020
우리기술투자,KOSDAQ,KR7041190000,041190
현대에버다임,KOSDAQ,KR7041440009,041440
한국전자인증,KOSDAQ,KR7041460007,041460
에스엠,KOSDAQ,KR7041510009,041510
이엘씨,KOSDAQ,KR7041520008,041520
플래스크,KOSDAQ,KR7041590001,041590
인바디,KOSDAQ,KR7041830001,041830
폴라리스AI파마,KOSDAQ,KR7041910001,041910
메디아나,KOSDAQ,KR7041920000,041920
동아화성,KOSDAQ,KR7041930009,041930
코미팜,KOSDAQ,KR7041960006,041960
카페24,KOSDAQ,KR7042000000,042000
케이피엠테크,KOSDAQ,KR7042040006,042040
에스씨디,KOSDAQ,KR7042110007,042110
비츠로테크,KOSDAQ,KR7042370007,042370
네오위즈홀딩스,KOSDAQ,KR7042420000,042420
링네트,KOSDAQ,KR7042500009,042500
라온시큐어,KOSDAQ,KR7042510008,042510
한스바이오메드,KOSDAQ,KR7042520007,042520
새로닉스,KOSDAQ,KR7042600007,042600
상지건설,KOSDAQ,KR7042940007,042940
더테크놀로지,KOSDAQ,KR7043090000,043090
알파AI,KOSDAQ,KR7043100007,043100
바텍,KOSDAQ,KR7043150002,043150
파루,KOSDAQ,KR7043200005,043200
티에스넥스젠,KOSDAQ,KR7043220003,043220
성호전자,KOSDAQ,KR7043260009,043260
에쎈테크,KOSDAQ,KR7043340009,043340
디지아이,KOSDAQ,KR7043360007,043360
피에이치에이,KOSDAQ,KR7043370006,043370
웰킵스하이텍,KOSDAQ,KR7043590009,043590
KT지니뮤직,KOSDAQ,KR7043610005,043610
국순당,KOSDAQ,KR7043650001,043650
서울리거,KOSDAQ,KR7043710003,043710
자연과환경,KOSDAQ,KR7043910009,043910
KD,KOSDAQ,KR7044180008,044180
위닉스,KOSDAQ,KR7044340008,044340
빌리언스,KOSDAQ,KR7044480002,044480
태웅,KOSDAQ,KR7044490001,044490
에이치케이,KOSDAQ,KR7044780005,044780
이글벳,KOSDAQ,KR7044960003,044960
에이치엔에스하이텍,KOSDAQ,KR7044990000,044990
오공,KOSDAQ,KR7045060001,045060
한양이엔지,KOSDAQ,KR7045100005,045100
성우테크론,KOSDAQ,KR7045300001,045300
토탈소프트,KOSDAQ,KR7045340007,045340
대아티아이,KOSDAQ,KR7045390002,045390
정원엔시스,KOSDAQ,KR7045510005,045510
크린앤사이언스,KOSDAQ,KR7045520004,045520
에이텍,KOSDAQ,KR7045660008,045660
코아시아,KOSDAQ,KR7045970001,045970
코다코,KOSDAQ,KR7046070009,046070
오르비텍,KOSDAQ,KR7046120002,046120
HLB파나진,KOSDAQ,KR7046210001,046210
백금T&A,KOSDAQ,KR7046310009,046310
삼화네트웍스,KOSDAQ,KR7046390001,046390
KG모빌리언스,KOSDAQ,KR7046440004,046440
서울반도체,KOSDAQ,KR7046890000,046890
우원개발,KOSDAQ,KR7046940003,046940
우리로,KOSDAQ,KR7046970000,046970
한빛소프트,KOSDAQ,KR7047080007,047080
파워로직스,KOSDAQ,KR7047310008,047310
이스트소프트,KOSDAQ,KR7047560008,047560
코데즈컴바인,KOSDAQ,KR7047770003,047770
초록뱀미디어,KOSDAQ,KR7047820006,047820
HLB제약,KOSDAQ,KR7047920004,047920
현대바이오,KOSDAQ,KR7048410005,048410
유라테크,KOSDAQ,KR7048430003,048430
대동스틸,KOSDAQ,KR7048470009,048470
인트론바이오,KOSDAQ,KR7048530000,048530
SM C&C,KOSDAQ,KR7048550008,048550
TPC,KOSDAQ,KR7048770002,048770
엔피케이,KOSDAQ,KR7048830004,048830
시너지이노베이션,KOSDAQ,KR7048870000,048870
대원미디어,KOSDAQ,KR7048910004,048910
인탑스,KOSDAQ,KR7049070006,049070
기가레인,KOSDAQ,KR7049080005,049080
파인디앤씨,KOSDAQ,KR7049120009,049120
셀루메드,KOSDAQ,KR7049180003,049180
코메론,KOSDAQ,KR7049430002,049430
비트플래닛,KOSDAQ,KR7049470008,049470
오픈베이스,KOSDAQ,KR7049480007,049480
유아이엘,KOSDAQ,KR7049520000,049520
잉크테크,KOSDAQ,KR7049550007,049550
재영솔루텍,KOSDAQ,KR7049630007,049630
고려신용정보,KOSDAQ,KR7049720006,049720
승일,KOSDAQ,KR7049830003,049830
미래컴퍼니,KOSDAQ,KR7049950009,049950
쎌바이오텍,KOSDAQ,KR7049960008,049960
비케이홀딩스,KOSDAQ,KR7050090000,050090
캠시스,KOSDAQ,KR7050110006,050110
ES큐브,KOSDAQ,KR7050120005,050120
에스폴리텍,KOSDAQ,KR7050760008,050760
아세아텍,KOSDAQ,KR7050860006,050860
쏠리드,KOSDAQ,KR7050890003,050890
수산아이앤티,KOSDAQ,KR7050960004,050960
지어소프트,KOSDAQ,KR7051160000,051160
토비스,KOSDAQ,KR7051360006,051360
인터플렉스,KOSDAQ,KR7051370005,051370
피씨디렉트,KOSDAQ,KR7051380004,051380
YW,KOSDAQ,KR7051390003,051390
나라엠앤디,KOSDAQ,KR7051490001,051490
CJ프레시웨이,KOSDAQ,KR7051500007,051500
큐로홀딩스,KOSDAQ,KR7051780005,051780
중앙첨단소재,KOSDAQ,KR7051980001,051980
에스티큐브,KOSDAQ,KR7052020005,052020
iMBC,KOSDAQ,KR7052220001,052220
현대바이오랜드,KOSDAQ,KR7052260007,052260
오션인더블유,KOSDAQ,KR7052300001,052300
코텍,KOSDAQ,KR7052330008,052330
코나아이,KOSDAQ,KR7052400009,052400
오성첨단소재,KOSDAQ,KR7052420007,052420
아이크래프트,KOSDAQ,KR7052460003,052460
한네트,KOSDAQ,KR7052600004,052600
제일바이오,KOSDAQ,KR7052670007,052670
아모텍,KOSDAQ,KR7052710001,052710
아이톡시,KOSDAQ,KR7052770005,052770
액토즈소프트,KOSDAQ,KR7052790003,052790
아이앤씨,KOSDAQ,KR7052860004,052860
KX하이텍,KOSDAQ,KR7052900008,052900
바이넥스,KOSDAQ,KR7053030003,053030
지에스이,KOSDAQ,KR7053050001,053050
세동,KOSDAQ,KR7053060000,053060
케이엔솔,KOSDAQ,KR7053080008,053080
프리엠스,KOSDAQ,KR7053160008,053160
금강철강,KOSDAQ,KR7053260006,053260
구영테크,KOSDAQ,KR7053270005,053270
예스24,KOSDAQ,KR7053280004,053280
NE능률,KOSDAQ,KR7053290003,053290
한국정보인증,KOSDAQ,KR7053300000,053300
이니텍,KOSDAQ,KR7053350005,053350
세코닉스,KOSDAQ,KR7053450003,053450
웹케시,KOSDAQ,KR7053580007,053580
프로텍,KOSDAQ,KR7053610002,053610
태양,KOSDAQ,KR7053620001,053620
삼보모터스,KOSDAQ,KR7053700001,053700
안랩,KOSDAQ,KR7053800009,053800
경남제약,KOSDAQ,KR7053950002,053950
오상자이엘,KOSDAQ,KR7053980009,053980
한국컴퓨터,KOSDAQ,KR7054040001,054040
농우바이오,KOSDAQ,KR7054050000,054050
삼진엘앤디,KOSDAQ,KR7054090006,054090
메디콕스,KOSDAQ,KR7054180005,054180
이랜텍,KOSDAQ,KR7054210000,054210
비츠로시스,KOSDAQ,KR7054220009,054220
